[2025-06-27 12:57:45]  KeyloggerHunterAI initialized.
[2025-07-01 12:55:31]  Suspicious process detected: windowspackagemanagerserver.exe (C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.25.390.0_x64__8wekyb3d8bbwe\WindowsPackageManagerServer.exe)
[2025-07-01 12:55:31]  Suspicious process detected: zoom.exe (C:\Users\USER\AppData\Roaming\Zoom\bin\Zoom.exe)
[2025-07-01 12:55:31]  Suspicious process detected: runtimebroker.exe (C:\Windows\System32\RuntimeBroker.exe)
[2025-07-01 12:55:31]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:55:31]  Suspicious process detected: textinputhost.exe (C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe)
[2025-07-01 12:55:31]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-07-01 12:55:31]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:55:32]  Suspicious process detected: sdxhelper.exe (C:\Program Files\Microsoft Office\root\Office16\SDXHelper.exe)
[2025-07-01 12:55:32]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-07-01 12:55:32]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-07-01 12:55:32]  Suspicious process detected: ms-teamsupdate.exe (C:\Program Files\WindowsApps\MSTeams_25153.1010.3727.5483_x64__8wekyb3d8bbwe\ms-teamsupdate.exe)
[2025-07-01 12:55:32]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:55:32]  Suspicious process detected: pet.exe (C:\Users\USER\.vscode\extensions\ms-python.python-2025.8.0-win32-x64\python-env-tools\bin\pet.exe)
[2025-07-01 12:55:32]  Suspicious process detected: smartscreen.exe (C:\Windows\System32\smartscreen.exe)
[2025-07-01 12:55:32]  Suspicious process detected: officeclicktorun.exe (C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe)
[2025-07-01 12:55:32]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:55:33]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:55:33]  Suspicious process detected: tiworker.exe (C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.4484_none_a528ed6b774a60b8\TiWorker.exe)
[2025-07-01 12:55:33]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:55:33]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-07-01 12:55:33]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-07-01 12:55:33]  Suspicious process detected: powershell.exe (C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe)
[2025-07-01 12:55:33]  Suspicious process detected: monotificationux.exe (C:\Windows\UUS\Packages\Preview\amd64\MoNotificationUx.exe)
[2025-07-01 12:55:33]  Suspicious process detected: hpaudioanalytics.exe (C:\Windows\System32\DriverStore\FileRepository\hpqkbsoftwarecompnent.inf_amd64_a22c6a91e05f8cee\HPAudioAnalytics.exe)
[2025-07-01 12:55:33]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-07-01 12:55:33]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-07-01 12:55:34]  Suspicious process detected: snippingtool.exe (C:\Program Files\WindowsApps\Microsoft.ScreenSketch_11.2503.29.0_x64__8wekyb3d8bbwe\SnippingTool\SnippingTool.exe)
[2025-07-01 12:55:34]  Suspicious process detected: shellexperiencehost.exe (C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe)
[2025-07-01 12:55:34]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-07-01 12:55:34]  Suspicious process detected: ngciso.exe (C:\Windows\System32\NgcIso.exe)
[2025-07-01 12:55:34]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:55:34]  Suspicious process detected: trustedinstaller.exe (C:\Windows\servicing\TrustedInstaller.exe)
[2025-07-01 12:55:34]  Suspicious process detected: conhost.exe (C:\Windows\System32\conhost.exe)
[2025-07-01 12:55:34]  Suspicious process detected: conhost.exe (C:\Windows\System32\conhost.exe)
[2025-07-01 12:55:34]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-07-01 12:55:34]  Suspicious process detected: backgroundtaskhost.exe (C:\Windows\System32\backgroundTaskHost.exe)
[2025-07-01 12:55:35]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-07-01 12:55:35]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-07-01 12:55:35]  Suspicious process detected: systemsettings.exe (C:\Windows\ImmersiveControlPanel\SystemSettings.exe)
[2025-07-01 12:55:35]  Suspicious process detected: explorer.exe (C:\Windows\explorer.exe)
[2025-07-01 12:55:35]  Suspicious process detected: runtimebroker.exe (C:\Windows\System32\RuntimeBroker.exe)
[2025-07-01 12:55:35]  Suspicious process detected: zoom.exe (C:\Users\USER\AppData\Roaming\Zoom\bin\Zoom.exe)
[2025-07-01 12:55:35]  Suspicious process detected: powershell.exe (C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe)
[2025-07-01 12:55:35]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:55:35]  Suspicious process detected: python.exe (C:\Users\USER\Documents\reuben\keyloggerHunterAI\.venv\Scripts\python.exe)
[2025-07-01 12:55:36]  Suspicious process detected: startmenuexperiencehost.exe (C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe)
[2025-07-01 12:55:36]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-07-01 12:56:06]  Suspicious process detected: csrss.exe (C:\Windows\System32\csrss.exe)
[2025-07-01 12:56:06]  Suspicious process detected: smss.exe (C:\Windows\System32\smss.exe)
[2025-07-01 12:56:06]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-07-01 12:56:06]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:06]  Suspicious process detected: csrss.exe (C:\Windows\System32\csrss.exe)
[2025-07-01 12:56:06]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:07]  Suspicious process detected: wininit.exe (C:\Windows\System32\wininit.exe)
[2025-07-01 12:56:07]  Suspicious process detected: winlogon.exe (C:\Windows\System32\winlogon.exe)
[2025-07-01 12:56:07]  Suspicious process detected: services.exe (C:\Windows\System32\services.exe)
[2025-07-01 12:56:07]  Suspicious process detected: lsaiso.exe (C:\Windows\System32\LsaIso.exe)
[2025-07-01 12:56:07]  Suspicious process detected: lsass.exe (C:\Windows\System32\lsass.exe)
[2025-07-01 12:56:07]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-07-01 12:56:07]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:07]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:07]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:08]  Suspicious process detected: wudfhost.exe (C:\Windows\System32\WUDFHost.exe)
[2025-07-01 12:56:08]  Suspicious process detected: fontdrvhost.exe (C:\Windows\System32\fontdrvhost.exe)
[2025-07-01 12:56:08]  Suspicious process detected: fontdrvhost.exe (C:\Windows\System32\fontdrvhost.exe)
[2025-07-01 12:56:08]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:08]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:08]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:08]  Suspicious process detected: wudfhost.exe (C:\Windows\System32\WUDFHost.exe)
[2025-07-01 12:56:09]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:09]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:09]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:09]  Suspicious process detected: zoom.exe (C:\Users\USER\AppData\Roaming\Zoom\bin\Zoom.exe)
[2025-07-01 12:56:09]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:09]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:09]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:09]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:10]  Suspicious process detected: dwm.exe (C:\Windows\System32\dwm.exe)
[2025-07-01 12:56:10]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:10]  Suspicious process detected: intelcphdcpsvc.exe (C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_4e41a1e74551d4db\IntelCpHDCPSvc.exe)
[2025-07-01 12:56:10]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-07-01 12:56:10]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:10]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:10]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:11]  Suspicious process detected: intelcphecisvc.exe (C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_4e41a1e74551d4db\IntelCpHeciSvc.exe)
[2025-07-01 12:56:11]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:11]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:11]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:11]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:11]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:11]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-07-01 12:56:11]  Suspicious process detected: vmms.exe (C:\Windows\System32\vmms.exe)
[2025-07-01 12:56:11]  Registry persistence flag: OneDrive -> "C:\Program Files\Microsoft OneDrive\OneDrive.exe" /background in Software\Microsoft\Windows\CurrentVersion\Run
[2025-07-01 12:56:11]  Suspicious process detected: smartaudio3.exe (C:\Program Files\CONEXANT\SA3\HP-NB-AIO\SmartAudio3.exe)
[2025-07-01 12:56:12]  Registry persistence flag: MicrosoftEdgeAutoLaunch_28CC4C91291F97998E40A29656715B1C -> "C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --win-session-start in Software\Microsoft\Windows\CurrentVersion\Run
[2025-07-01 12:56:12]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:12]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
\eo-miner\eo-miner.exe" --hidden in Software\Microsoft\Windows\CurrentVersion\Run
[2025-07-01 12:56:12]  Registry persistence flag: eo-miner -> "C:\Users\USER\AppData\Local\Programs\eo-miner\eo-miner.exe" --hidden in Software\Microsoft\Windows\CurrentVersion\Run
[2025-07-01 12:56:12]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:12]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:12]  Registry persistence flag: utweb -> "C:\Users\USER\AppData\Roaming\uTorrent Web\utweb.exe" /MINIMIZED in Software\Microsoft\Windows\CurrentVersion\Run
[2025-07-01 12:56:12]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:12]  Registry persistence flag: utweb -> "C:\Users\USER\AppData\Roaming\uTorrent Web\utweb.exe" /MINIMIZED in Software\Microsoft\Windows\CurrentVersion\Run
[2025-07-01 12:56:12]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:12]  Registry persistence flag: utweb -> "C:\Users\USER\AppData\Roaming\uTorrent Web\utweb.exe" /MINIMIZED in Software\Microsoft\Windows\CurrentVersion\Run
[2025-07-01 12:56:12]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:13]  Registry persistence flag: ut -> "C:\Users\USER\AppData\Roaming\uTorrent\uTorrent.exe"  /MINIMIZED in Software\Microsoft\Windows\CurrentVersion\Run
[2025-07-01 12:56:13]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:13]  Suspicious process detected: igfxcuiservice.exe (C:\Windows\System32\DriverStore\FileRepository\cui_dch.inf_amd64_cbb03399d84fb105\igfxCUIService.exe)
[2025-07-01 12:56:13]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-07-01 12:56:13]  Registry persistence flag: ut -> "C:\Users\USER\AppData\Roaming\uTorrent\uTorrent.exe"  /MINIMIZED in Software\Microsoft\Windows\CurrentVersion\Run
[2025-07-01 12:56:13]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:13]  Registry persistence flag: AvastBrowserAutoLaunch_AB5B36DAA96B20B6C16997EBB1285031 -> "C:\Program Files\AVAST Software\Browser\Application\AvastBrowser.exe" --check-run=src=logon --auto-launch-at-startup --profile-directory="Default" in Software\Microsoft\Windows\CurrentVersion\Run
[2025-07-01 12:56:13]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:13]  Registry persistence flag: AvastBrowserAutoLaunch_AB5B36DAA96B20B6C16997EBB1285031 -> "C:\Program Files\AVAST Software\Browser\Application\AvastBrowser.exe" --check-run=src=logon --auto-launch-at-startup --profile-directory="Default" in Software\Microsoft\Windows\CurrentVersion\Run
[2025-07-01 12:56:13]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:13]  Registry persistence flag: WindowsHelper -> C:\Users\Public\worm.py in Software\Microsoft\Windows\CurrentVersion\Run
[2025-07-01 12:56:13]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:13]  Registry persistence flag: SecurityHealth -> %windir%\system32\SecurityHealthSystray.exe in Software\Microsoft\Windows\CurrentVersion\Run
[2025-07-01 12:56:13]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:13]  Registry persistence flag: SecurityHealth -> %windir%\system32\SecurityHealthSystray.exe in Software\Microsoft\Windows\CurrentVersion\Run
[2025-07-01 12:56:14]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:14]  Registry persistence flag: ExcludeProfileDirs -> AppData\Local;AppData\LocalLow;$Recycle.Bin;OneDrive;Work Folders in Software\Microsoft\Windows NT\CurrentVersion\Winlogon
[2025-07-01 12:56:14]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:14]  Suspicious process detected: rssyncsvc.exe (C:\Program Files\ReasonLabs\Common\rsSyncSvc.exe)
[2025-07-01 12:56:14]  Suspicious process detected: hotkeyserviceuwp.exe (C:\Windows\System32\DriverStore\FileRepository\hpqkbsoftwarecompnent.inf_amd64_a22c6a91e05f8cee\HotKeyServiceUWP.exe)
[2025-07-01 12:56:14]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-07-01 12:56:14]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-07-01 12:56:14]  Suspicious process detected: crossdeviceresume.exe (C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\CrossDeviceResume.exe)
[2025-07-01 12:56:14]  Suspicious process detected: msmpeng.exe (C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25050.5-0\MsMpEng.exe)
[2025-07-01 12:56:14]  Suspicious process detected: mpdefendercoreservice.exe (C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25050.5-0\MpDefenderCoreService.exe)
[2025-07-01 12:56:15]  Suspicious process detected: flow.exe (C:\Program Files\CONEXANT\Flow\Flow.exe)
[2025-07-01 12:56:15]  Suspicious process detected: adobecollabsync.exe (C:\Program Files\Adobe\Acrobat DC\Acrobat\AdobeCollabSync.exe)
[2025-07-01 12:56:15]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:15]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:15]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:15]  Suspicious process detected: syntpenh.exe (C:\Program Files\Synaptics\SynTP\SynTPEnh.exe)
[2025-07-01 12:56:15]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:16]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:16]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:16]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:16]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:16]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:16]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:17]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:17]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:17]  Suspicious process detected: ibtsiva.exe (C:\Windows\System32\ibtsiva.exe)
[2025-07-01 12:56:17]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-07-01 12:56:17]  Suspicious process detected: spoolsv.exe (C:\Windows\System32\spoolsv.exe)
[2025-07-01 12:56:17]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:17]  Suspicious process detected: runtimebroker.exe (C:\Windows\System32\RuntimeBroker.exe)
[2025-07-01 12:56:17]  Suspicious process detected: cxaudiosvc.exe (C:\Windows\CxSvc\CxAudioSvc.exe)
[2025-07-01 12:56:18]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:18]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:18]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:18]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:18]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:18]  Suspicious process detected: appvshnotify.exe (C:\Program Files\Common Files\microsoft shared\ClickToRun\AppVShNotify.exe)
[2025-07-01 12:56:18]  Suspicious process detected: dllhost.exe (C:\Windows\System32\dllhost.exe)
[2025-07-01 12:56:18]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:19]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:19]  Suspicious process detected: nessus-service.exe (C:\Program Files\Tenable\Nessus\nessus-service.exe)
[2025-07-01 12:56:19]  Suspicious process detected: ctfmon.exe (C:\Windows\System32\ctfmon.exe)
[2025-07-01 12:56:19]  Suspicious process detected: syntpenhservice.exe (C:\Program Files\Synaptics\SynTP\SynTPEnhService.exe)
[2025-07-01 12:56:19]  Suspicious process detected: cxutilsvc.exe (C:\Windows\CxSvc\CxUtilSvc.exe)
[2025-07-01 12:56:19]  Suspicious process detected: okta.coordinator.service.exe (C:\Program Files\Okta\UpdateService\Okta.Coordinator.Service.exe)
[2025-07-01 12:56:19]  Suspicious process detected: hwdeviceservice64.exe (C:\ProgramData\DatacardService\HWDeviceService64.exe)
[2025-07-01 12:56:20]  Suspicious process detected: armsvc.exe (C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\armsvc.exe)
[2025-07-01 12:56:20]  Suspicious process detected: rsclientsvc.exe (C:\Program Files\ReasonLabs\EPP\rsClientSvc.exe)
[2025-07-01 12:56:20]  Suspicious process detected: rswsc.exe (C:\Program Files\ReasonLabs\EPP\rsWSC.exe)
[2025-07-01 12:56:20]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:20]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:20]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:20]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:20]  Suspicious process detected: oktaverify.exe (C:\Program Files\Okta\Okta Verify\OktaVerify.exe)
[2025-07-01 12:56:21]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:21]  Suspicious process detected: teamviewer_service.exe (C:\Program Files\TeamViewer\TeamViewer_Service.exe)
[2025-07-01 12:56:21]  Suspicious process detected: rsedrsvc.exe (C:\Program Files\ReasonLabs\EDR\rsEDRSvc.exe)
[2025-07-01 12:56:21]  Suspicious process detected: taskhostw.exe (C:\Windows\System32\taskhostw.exe)
[2025-07-01 12:56:21]  Suspicious process detected: rstmwservice.exe (C:\Windows\System32\DriverStore\FileRepository\iaahcic.inf_amd64_3de4831720bb2934\RstMwService.exe)
[2025-07-01 12:56:21]  Suspicious process detected: conhost.exe (C:\Windows\System32\conhost.exe)
[2025-07-01 12:56:21]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:21]  Suspicious process detected: securityhealthsystray.exe (C:\Windows\System32\SecurityHealthSystray.exe)
[2025-07-01 12:56:22]  Suspicious process detected: wmiprvse.exe (C:\Windows\System32\wbem\WmiPrvSE.exe)
[2025-07-01 12:56:22]  Suspicious process detected: mictray64.exe (C:\Windows\System32\MicTray64.exe)
[2025-07-01 12:56:22]  Suspicious process detected: esif_uf.exe (C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\esif_uf.exe)
[2025-07-01 12:56:22]  Suspicious process detected: wlanext.exe (C:\Windows\System32\wlanext.exe)
[2025-07-01 12:56:22]  Suspicious process detected: ai.exe (C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\AI\ai.exe)
[2025-07-01 12:56:22]  Suspicious process detected: dashost.exe (C:\Windows\System32\dasHost.exe)
[2025-07-01 12:56:22]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:22]  Suspicious process detected: runtimebroker.exe (C:\Windows\System32\RuntimeBroker.exe)
[2025-07-01 12:56:23]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-07-01 12:56:23]  Suspicious process detected: nessusd.exe (C:\Program Files\Tenable\Nessus\nessusd.exe)
[2025-07-01 12:56:23]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:23]  Suspicious process detected: conhost.exe (C:\Windows\System32\conhost.exe)
[2025-07-01 12:56:23]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-07-01 12:56:23]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-07-01 12:56:23]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:24]  Suspicious process detected: phoneexperiencehost.exe (C:\Program Files\WindowsApps\Microsoft.YourPhone_1.25061.44.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe)
[2025-07-01 12:56:24]  Suspicious process detected: widgetservice.exe (C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.9.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe)
[2025-07-01 12:56:24]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-07-01 12:56:24]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:24]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-07-01 12:56:24]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-07-01 12:56:24]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-07-01 12:56:25]  Suspicious process detected: winword.exe (C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE)
[2025-07-01 12:56:25]  Suspicious process detected: adobecollabsync.exe (C:\Program Files\Adobe\Acrobat DC\Acrobat\AdobeCollabSync.exe)
[2025-07-01 12:56:25]  Suspicious process detected: dcshelper.exe (C:\ProgramData\DatacardService\DCSHelper.exe)
[2025-07-01 12:56:25]  Suspicious process detected: python.exe (C:\Users\USER\AppData\Local\Programs\Python\Python313\python.exe)
[2025-07-01 12:56:25]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:25]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:25]  Suspicious process detected: lanwlanwwanswitchingserviceuwp.exe (C:\Windows\System32\DriverStore\FileRepository\hpqkbsoftwarecompnent.inf_amd64_a22c6a91e05f8cee\LanWlanWwanSwitchingServiceUWP.exe)
[2025-07-01 12:56:26]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:26]  Suspicious process detected: conhost.exe (C:\Windows\System32\conhost.exe)
[2025-07-01 12:56:26]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-07-01 12:56:26]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-07-01 12:56:26]  Suspicious process detected: synamonapp.exe (C:\Windows\System32\SynaMonApp.exe)
